GeneID	GeneSymbol	HL_17_R1	HL_17_R2	HL_18_R1_a	HL_18_R2_a	HL_18_R1_b	HL_18_R2_b	HL_30_R1	HL_30_R2	HL_33_R1	HL_33_R2	HL_34_R1	HL_34_R2	HL_38_R1	HL_38_R2	HL_39_R1	HL_39_R2
ENSG00000259466.1	NPM1P47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259467.1	NDUFAF4P1	0	2	1	0	0	0	2	0	0	1	0	4	0	0	2	0
ENSG00000259468.1	RP11-1084A12.2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000259469.1	RP11-227D13.4	2	0	3	2	1	0	3	0	0	0	0	2	0	0	0	1
ENSG00000259470.2	KRT8P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259471.1	RP11-321F6.1	1	0	3	4	3	2	2	1	4	10	9	6	1	0	1	0
ENSG00000259472.1	RP13-996F3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259473.1	RP11-96C21.1	2	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0
ENSG00000259474.1	RP11-650L12.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000259475.1	RP11-654A16.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259476.1	RP11-50C13.2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000259477.1	RP11-86K22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259478.2	RP11-753A21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259479.2	CTD-2008A1.2	9	10	10	11	13	10	53	56	38	29	89	102	10	14	4	6
ENSG00000259480.1	RP11-26F2.1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0
ENSG00000259481.1	RP11-39M21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259482.1	RP11-219B17.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000259483.1	RP11-930O11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259485.1	CTD-2147F2.1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259488.1	RP11-154J22.1	1	0	4	3	1	1	2	1	1	3	2	3	0	0	0	0
ENSG00000259489.2	KRT18P47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259490.2	IGHV3OR15-7	81	64	5	2	1	4	7	3	10	3	0	3	0	0	0	0
ENSG00000259493.2	RP11-621H8.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259494.1	MRPL46	361	311	469	503	403	440	479	445	690	692	809	906	117	131	94	98
ENSG00000259495.1	RP11-210M15.2	1	3	3	2	0	2	1	4	0	0	0	0	0	0	1	1
ENSG00000259496.2	RP11-19J5.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259498.1	RP11-244F12.3	31	22	19	16	26	30	17	17	32	32	46	34	1	0	0	0
ENSG00000259499.1	RP11-616K22.2	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0
ENSG00000259500.1	KRT8P24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259501.1	RP11-467N20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259502.1	RP11-643G16.3	0	0	2	2	0	0	2	0	0	2	1	1	0	0	0	0
ENSG00000259503.1	RP11-543G18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259504.1	RP11-352D13.5	2	0	1	0	1	6	0	2	0	0	2	2	0	0	0	0
ENSG00000259505.1	RP11-74D7.1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259507.1	RP11-719C20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259508.1	RP11-661D19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000259509.2	RP11-627D16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259511.1	RP11-182J1.16	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0
ENSG00000259512.3	HNRNPA1P5	0	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0
ENSG00000259513.1	CTD-2501E16.1	1	0	1	1	0	0	3	3	0	0	1	1	0	0	0	0
ENSG00000259514.1	RP11-685G9.2	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000259515.1	RP11-365N19.2	5	6	4	3	2	4	2	4	7	4	5	2	6	1	0	0
ENSG00000259516.2	ANP32AP1	2	3	8	6	2	3	9	5	1	6	5	3	0	0	1	1
ENSG00000259517.1	RP11-324D17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259518.1	RP11-597K23.2	0	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0
ENSG00000259519.1	RP11-519G16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259520.1	CTD-2651B20.3	6	2	6	7	2	5	16	8	10	20	13	7	1	1	0	0
ENSG00000259521.1	RP11-540O11.4	0	0	1	3	0	1	0	2	0	1	3	1	0	0	0	0
ENSG00000259522.1	RP11-468E2.2	1	1	1	3	1	0	3	6	1	2	1	2	0	0	0	0
ENSG00000259523.1	RP11-680F8.3	5	7	7	4	1	1	7	7	2	2	2	6	1	0	0	1
ENSG00000259524.1	RP11-461F11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259525.1	GCSHP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259527.1	LINC00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259528.1	RP11-272D12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259529.1	RP11-468E2.4	12	10	26	22	12	10	20	21	20	14	11	12	4	6	3	6
ENSG00000259530.1	RP11-259A24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259531.2	RP11-295H24.3	6	3	6	4	4	2	6	8	4	4	3	3	3	0	0	1
ENSG00000259532.1	RP11-138H8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259533.1	RP11-630H24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259534.1	RP11-522B15.7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000259535.1	RP11-736N17.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000259536.1	RP11-111A22.1	13	5	19	20	7	8	31	25	10	12	5	9	1	1	4	3
ENSG00000259538.1	RP11-671M22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259539.1	CTD-2651B20.1	1	1	1	2	1	0	1	2	0	0	1	0	0	0	0	0
ENSG00000259540.1	RP11-526I2.1	3	3	0	0	0	1	0	1	0	0	0	3	0	0	0	0
ENSG00000259541.1	RP11-778O17.4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000259542.1	RP11-522B15.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259543.1	CTD-2034I4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259544.1	RP11-158M2.2	5	0	3	2	0	1	6	3	0	5	2	1	0	0	1	0
ENSG00000259545.2	RP11-325E5.4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000259546.1	RP11-351M8.2	0	1	0	0	1	3	1	0	0	1	0	0	0	0	0	0
ENSG00000259547.1	CYCSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259548.1	RP11-38G5.2	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0
ENSG00000259549.1	RP11-115K3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259550.2	HNRNPA1P74	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0
ENSG00000259551.1	RP11-182J1.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259553.2	MIR1302-10	0	0	1	0	0	3	0	2	0	1	1	0	0	0	0	1
ENSG00000259554.1	RP11-408J6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259555.1	RP11-335K5.2	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0
ENSG00000259556.2	RP11-56B16.2	4	4	4	8	1	2	5	3	4	2	14	6	0	4	2	2
ENSG00000259557.2	HMGN1P26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259558.1	MESTP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259560.1	RP11-648K4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259561.1	RP11-300G22.2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000259562.2	RP11-762H8.2	13	7	5	9	2	2	11	10	7	6	11	6	2	0	1	5
ENSG00000259563.1	CTD-2329K10.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000259564.1	RP11-16B9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259565.2	KRT8P23	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259567.1	DNM1P38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259569.2	RP11-97O12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259570.1	RP11-671M22.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259571.1	BLID	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0
ENSG00000259572.1	RP11-198M11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259573.1	RP11-82L7.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000259575.1	RP11-39M21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259577.1	RP11-430B1.2	29	16	86	76	20	20	68	62	27	25	10	12	4	6	5	8
ENSG00000259579.1	RP11-66B24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259580.1	RP11-37C7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259581.3	TYRO3P	1	2	0	2	5	6	2	2	5	4	2	5	0	1	1	0
ENSG00000259582.2	RP11-461F11.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259583.1	RP11-66B24.4	96	71	112	110	76	73	90	109	135	128	105	108	12	14	13	29
ENSG00000259584.1	RP11-521C20.2	2	1	0	4	1	1	1	2	1	2	1	4	0	0	0	0
ENSG00000259585.2	RP11-150L8.4	1	1	4	0	0	2	1	0	0	0	1	1	0	0	2	0
ENSG00000259586.1	RP11-66B24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259587.2	RP11-463I20.2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000259588.1	RP11-552E10.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000259589.2	RP11-317G6.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259590.1	RP11-20G13.3	0	1	1	1	0	1	5	7	0	0	8	5	7	10	10	15
ENSG00000259591.1	RP11-554D20.1	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0
ENSG00000259592.1	PRELID1P4	4	2	4	2	0	2	1	5	1	5	1	5	0	0	0	1
ENSG00000259593.1	RP11-640I2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259594.1	CTD-2034I4.2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259595.1	RP11-516C1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259596.1	RP11-566K19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259598.1	RP11-275I4.1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
ENSG00000259600.2	RP11-925D8.3	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000259601.2	RP11-568G20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259602.1	RP11-138E16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259603.1	CTD-2012M11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259604.1	RP11-66B24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259605.3	AC074212.5	81	72	31	22	84	82	18	17	21	25	30	40	6	2	4	4
ENSG00000259606.2	RP11-316E14.6	8	2	9	6	1	0	9	8	2	5	4	7	0	1	0	1
ENSG00000259607.1	CTD-2647L4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259608.1	RP11-23A22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259609.1	RP11-342A23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259610.1	RP11-499F3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259611.1	CTD-2544M6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259612.1	EEF1A1P22	8	0	5	6	4	3	9	10	2	8	2	6	0	1	0	0
ENSG00000259613.1	RP13-608F4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259614.2	RP11-522B15.6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000259615.1	RP11-429B14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259616.1	RP11-507B12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259617.1	RP11-540O11.6	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000259618.1	RP11-562A8.5	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0
ENSG00000259619.2	RP11-390M11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259620.1	RP11-133L19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259621.1	RP11-654A16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259622.1	RP11-597K23.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000259623.1	RP11-156E6.1	253	218	473	485	195	227	363	400	352	393	310	290	50	97	78	106
ENSG00000259624.1	RP11-138H8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259626.2	RP11-925D8.2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000259627.1	RP11-244F12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259628.1	RP11-467H10.2	3	5	4	2	2	1	3	1	0	2	3	3	0	0	0	0
ENSG00000259630.2	CTD-2262B20.1	2	0	4	6	1	3	4	1	0	3	4	7	1	0	3	1
ENSG00000259631.1	RP11-557C18.4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259632.2	RP11-56B16.1	0	0	3	0	0	0	0	1	2	3	1	0	0	0	1	0
ENSG00000259633.1	RP11-182J1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259634.1	RP11-529H20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259635.1	AC100830.3	1	0	1	5	0	2	0	2	1	0	2	1	0	0	0	0
ENSG00000259636.1	RP11-133L19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259637.1	DNM1P42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259639.1	RP11-184D12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259640.1	RP6-33F8.1	0	3	3	0	1	1	0	1	1	3	1	0	0	0	0	0
ENSG00000259641.1	RP11-279F6.3	7	6	17	16	5	14	14	16	4	10	5	8	1	1	2	1
ENSG00000259642.1	C15orf37	4	4	10	13	4	7	19	11	8	8	10	5	4	1	1	2
ENSG00000259644.1	RP11-680F8.4	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	1
ENSG00000259645.1	RP11-253M7.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000259646.1	AC140725.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259647.1	RP11-143J24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259648.1	RP11-643G16.4	0	1	0	4	0	2	3	3	3	2	3	1	0	0	1	0
ENSG00000259649.1	RP11-351M8.1	1	2	0	2	0	0	1	0	0	3	0	1	1	0	0	0
ENSG00000259650.1	RP11-272D12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259651.2	CTD-2330J20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259652.1	RP11-797A18.3	0	0	1	3	2	0	0	2	4	1	1	0	0	0	1	3
ENSG00000259654.1	RP11-245C17.2	0	0	2	0	1	1	1	2	1	0	1	0	0	0	0	0
ENSG00000259655.1	CTD-2054N24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259656.1	RP11-325E5.1	3	1	1	0	1	1	0	4	0	0	0	1	1	0	0	0
ENSG00000259657.1	PIGHP1	1	3	7	4	3	2	2	6	2	5	6	3	1	3	0	1
ENSG00000259658.3	RP11-89K11.1	36	29	82	58	31	30	44	46	29	41	51	49	9	16	25	25
ENSG00000259659.1	RP11-151N17.1	2	0	4	1	5	3	1	2	4	0	3	2	0	0	0	0
ENSG00000259660.2	DNM1P47	5	8	13	11	8	10	10	14	2	1	10	4	4	1	2	0
ENSG00000259661.1	AC068831.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259663.2	CTD-2314G24.2	0	0	4	5	2	3	121	123	1	2	1	4	0	0	0	0
ENSG00000259664.1	CTD-2147F2.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259665.1	RP11-323I15.3	2	1	0	0	2	0	0	0	1	0	3	0	2	0	0	1
ENSG00000259666.1	RP11-307C19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259668.1	RP11-707P17.2	3	5	3	4	1	0	4	1	1	1	2	6	0	1	3	2
ENSG00000259669.1	RP11-643A5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259670.1	RP11-485O10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259671.1	RP11-925D8.6	1	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0
ENSG00000259672.1	RP11-69G7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259673.1	IQCH-AS1	118	93	158	140	119	159	186	205	91	116	89	99	24	27	15	29
ENSG00000259674.1	RP11-356M20.1	6	4	2	8	2	0	5	6	2	1	1	0	0	0	0	1
ENSG00000259675.1	RP11-507B12.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259676.1	RP11-343B18.2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000259677.1	RP11-493E3.1	1	0	3	4	1	4	3	1	3	5	1	3	1	0	0	1
ENSG00000259678.1	RP11-707P17.1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000259680.4	RP11-812E19.9	148	155	37	32	28	23	30	29	12	20	12	12	0	1	0	2
ENSG00000259681.1	RP11-96O20.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259682.1	RP11-702L15.4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000259683.1	RP11-182J1.14	1	1	2	0	0	0	0	0	0	0	0	5	0	0	0	0
ENSG00000259684.1	RP11-120K9.2	4	4	14	9	0	7	19	16	6	14	9	6	1	7	3	1
ENSG00000259685.1	CTD-2315E11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259686.1	HNRNPA1P71	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259687.1	RP11-293M10.5	3	1	1	6	3	4	0	2	0	3	1	3	1	0	0	0
ENSG00000259688.1	RP11-139F4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259689.1	ABCB10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259690.1	CTD-3118D7.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000259691.2	FKBP1AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259692.1	RP11-499F3.2	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0
ENSG00000259694.1	RP13-262C2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259695.2	RP11-14C10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259696.2	RP11-126F18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259697.1	RP11-299H22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259698.1	KIAA0125P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259699.2	HMGB1P8	1	0	0	4	4	2	0	5	2	4	6	9	0	2	0	0
ENSG00000259700.2	RP11-485O10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259701.1	RP11-108K3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259702.1	RP11-236L14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259703.1	LINC00593	0	1	2	0	1	1	5	3	0	0	0	0	0	0	0	0
ENSG00000259704.1	CTD-3094K11.1	7	9	33	18	18	23	12	13	13	15	7	18	1	3	1	4
ENSG00000259705.1	RP11-227D13.1	7	9	5	12	5	12	8	4	5	7	5	9	2	1	0	0
ENSG00000259706.1	HSP90B2P	19	13	15	11	5	5	8	8	11	11	10	17	4	2	2	0
ENSG00000259707.1	RP11-752G15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259708.1	RP11-762H8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259709.1	CTD-2184D3.7	3	2	2	0	3	0	4	0	3	5	0	1	0	0	1	0
ENSG00000259710.1	RP11-150L8.3	0	0	0	1	0	0	0	0	1	1	1	2	2	1	0	0
ENSG00000259711.1	CTD-3032H12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259712.1	CTD-2184D3.5	0	0	2	4	2	1	7	5	2	4	1	2	0	0	0	2
ENSG00000259713.1	RP11-429B14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259714.1	LINC00594	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259715.1	CTD-3110H11.1	0	3	10	7	2	2	6	12	5	9	2	4	0	2	3	2
ENSG00000259716.1	RP5-977B1.11	7	3	1	4	2	11	1	1	7	8	5	7	2	2	1	0
ENSG00000259717.1	LINC00677	0	0	1	1	1	2	0	1	0	0	4	2	0	0	0	0
ENSG00000259719.1	RP11-930O11.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259720.1	RP11-348B17.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259721.1	RP11-758N13.1	1	1	1	0	2	1	2	0	0	2	2	3	0	0	0	0
ENSG00000259722.2	RP11-94P14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259723.1	RP5-823G15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259724.1	CTD-2643K12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259725.1	CTD-3032H12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259726.1	CSPG4P11	2	2	9	3	4	3	6	1	3	2	5	6	0	0	0	0
ENSG00000259727.1	RP11-1069G10.2	0	2	2	3	0	2	2	0	3	3	2	2	0	1	0	0
ENSG00000259728.1	LINC00933	5	7	6	3	9	7	14	13	7	10	7	9	0	0	1	0
ENSG00000259729.1	RP5-977B1.12	3	1	3	1	0	1	2	5	4	3	1	1	1	1	0	0
ENSG00000259730.1	CTD-2007H18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259731.1	RP11-326N17.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259732.1	RP11-59H7.3	1	2	1	2	1	0	2	1	1	2	0	1	1	0	0	0
ENSG00000259734.1	RP11-182L7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259735.1	RP11-356M20.3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259736.1	RP11-387D10.2	4	0	7	4	3	2	6	6	4	5	1	2	1	0	1	0
ENSG00000259737.2	RP11-475A13.1	1	1	0	0	0	0	48	49	2	2	143	135	0	0	0	0
ENSG00000259738.1	ZNF444P1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259740.1	RP11-142J21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259742.1	CTD-2014N11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259743.2	RP11-315O8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259744.1	RP11-138H8.6	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0
ENSG00000259745.1	RP11-809H16.3	0	0	0	1	0	1	2	2	2	0	0	0	0	0	1	1
ENSG00000259746.1	CTD-3065B20.1	1	3	1	2	3	3	1	2	2	2	8	5	0	0	0	2
ENSG00000259747.1	RP11-275I4.2	39	28	26	27	28	21	15	13	22	25	13	14	2	2	3	5
ENSG00000259749.1	CTD-2022H16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259750.1	RP11-356M20.2	4	5	11	9	1	2	13	8	6	8	4	3	3	1	2	3
ENSG00000259751.1	RP11-83J16.3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000259752.1	FKSG62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259753.1	ITGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259754.1	RP11-208K4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259755.1	RP11-505E24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259756.1	RP11-625H11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259757.1	RP11-129I19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259758.1	CASC7	644	561	1490	1408	551	574	1938	2008	802	893	750	745	187	225	232	345
ENSG00000259759.1	RP11-324D17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259760.1	RP11-20G13.2	1	0	0	2	1	0	6	2	0	0	5	2	6	2	1	1
